LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M
26.62641,73.81281,2020,3,11,0,0.006999,43.22,97.19,13.29,22.25,8.16,14.68,28.55,15.26,21.2
26.62641,73.81281,2020,3,12,0,0.004063,27.9,97.47,14.2,20.05,0.4,9.98,27.35,13.15,19.56
26.62641,73.81281,2020,3,13,0,0.003513,26.41,97.85,16.03,19.42,-1.53,8.32,26.74,10.71,18.17
26.62641,73.81281,2020,3,14,0,0.005149,38.34,97.99,15.34,19.56,3.8,11.06,26.4,11.05,18.33
26.62641,73.81281,2020,3,15,0,0.005648,40.18,98.04,13.28,19.94,5.14,12.1,26.15,12.86,19.07
26.62641,73.81281,2020,3,16,0,0.005777,37.44,98.02,15.79,22.48,5.45,13.01,28.85,13.06,20.57
26.62641,73.81281,2020,3,17,0,0.00532,31.07,98.03,18.32,23.38,4.26,13.27,31.77,13.46,22.27
26.62641,73.81281,2020,3,18,0,0.005288,26.74,97.86,18.45,26.52,4.17,14.4,34.16,15.71,24.64
26.62641,73.81281,2020,3,19,0,0.005102,22.76,97.52,18.54,27.43,3.66,15.18,35.45,16.91,26.69
26.62641,73.81281,2020,3,20,0,0.00517,21.65,97.29,16.05,28.52,3.82,15.78,36.48,20.43,27.73
26.62641,73.81281,2020,3,21,0,0.005836,27.9,97.42,17.22,27.36,5.52,15.51,34.3,17.08,25.5
26.62641,73.81281,2020,3,22,0,0.006399,28.34,97.6,17.05,28.99,6.88,16.85,35.53,18.49,26.82
26.62641,73.81281,2020,3,23,0.08,0.007383,32.42,97.56,12.32,27.65,8.96,17.96,33.59,21.27,26.95
26.62641,73.81281,2020,3,24,0,0.008348,35.79,97.45,12.61,28.21,10.79,19.06,34.61,22,27.33
26.62641,73.81281,2020,3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
